"Symbol","Name","last","change","changepercent","open","high","low","bid","ask","vwap","sharevolume","dividend yield","beta","marketcap","sharesoutstanding","eps","peratio","pbratio","week52high","week52low","week52highvwap","week52lowvwap","week52highvol","week52lowvol","week52avgvol"
"APHA","Aphria Inc.",19.84,-1.28,-6.060606,21.5,21.53,17.51,19.84,19.91,19.3846514,7768390,,2.634582042694092,6284232129,316793160,-0.810000002,-29.5,3.323,40.94,2.66,34.0337,3.0002,19610694,224344,4344270
"TOU","Tourmaline Oil Corp.",22.68,-0.09,-0.395257,23.16,23.38,22.21,22.64,22.76,22.6227823,2002128,2.116,1.8396819829940796,6175824760,296731430,0.189999997,119.4,0.8,24.63,6.74,23.9356,7.0703,15685402,319521,1684175
"REI.UN","RioCan Real Estate Investment Trust",19.04,0.09,0.474934,19.09,19.23,18.71,18.96,19.06,19.00892,2008266,5.042,1.1739120483398438,6049921920,317257874,-0.200000002,-95.2,0.782,26.45,12.41,26.2673,13.4962,9900063,547650,1997611
"BTO","B2Gold Corp.",5.72,-0.03,-0.521739,5.74,5.76,5.61,5.7,5.73,5.69933971,4926179,3.523,1.1928739547729492,6016213220,1051681175,0.800000011,7.2,1.845,9.99,3.12,9.8211,3.9607,72605935,720244,5496224
"EDV","Endeavour Mining Corporation",24.65,0.63,2.622814,24.14,24.92,23.645,24.59,24.77,24.4956211,850404,1.501,0.6099110245704651,5990121046,164240249,0.039999999,600.9,2.328,39.21,15.69,38.6285,19.1321,2696050,144398,616914
"PKI","Parkland Corporation",39.96,-0.15,-0.373972,39.29,40.41,38.7,39.95,40.1,39.776195,617719,3.039,1.711434006690979,5996157840,150169142,0.560000002,71.4,3.124,45.1,17.57,44.2739,20.7957,1862698,91256,477181
"EFN","Element Fleet Management Corp.",13.14,0.24,1.860465,12.92,13.21,12.84,13.07,13.21,13.0171241,1843938,1.979,0.9425619840621948,5785927107,437939970,0.109999999,114.2,1.795,14.42,6.97,13.6004,7.4824,5247358,274167,1251473
"STN","Stantec Inc.",51.61,0.59,1.156409,50.98,51.66,50.55,51.51,51.65,51.4378398,388616,1.279,0.8214139938354492,5740646412,111191358,1.52999997,33.6,2.976,51.82,31,51.4377,31.9015,1312922,57279,283846
"KEY","Keyera Corp.",25.97,0.18,0.697945,26,26.36,25.42,25.96,26,25.9141424,1288731,7.393,2.471482992172241,5739964012,221022873,0.280000001,92.8,2.079,32,10.04,31.2543,11.2636,3711461,225624,1270073
"CCA","Cogeco Communications Inc. Subordinate Voting Shares",115.94,1.02,0.887574,115.08,116.9,115.08,115.6,116.27,116.170706,106935,2.208,0.5078179836273193,5554859078,32161618,8.27000045,14.1,2.372,132,87.57,118.6513,90.8133,975806,14690,129437
"ALA","AltaGas Ltd.",19.79,0.22,1.12417,19.58,19.89,19.47,19.75,19.8,19.7267344,916216,5.051,1.5649770498275757,5531192177,279527266,1.75,11.3,0.927,21.54,8.72,21.3238,9.7153,6264892,212884,1048197
"FTT","Finning International Inc.",32.97,0.87,2.71028,32.29,33.06,31.98,32.92,33.14,32.7008728,353221,2.487,1.6362669467926025,5344683747,162295995,1.42999994,23.4,2.422,35,10.6,34.345,11.192,2580258,85278,406985
"CIGI","Colliers International Group Inc. Subordinate Voting Shares",132.78,2.97,2.287959,129.69,133.53,127.17,131.78,133.39,130.871965,104143,0.097,1.6387629508972168,5340618870,38957867,1.57000005,83.8,7.22,142.48,49.12,138.0838,52.5626,670565,15150,83039
"PHYS","Sprott Physical Gold Trust",17.09,0.07,0.411281,17.1,17.11,17,17.1,17.11,17.068025,84529,,-0.3689019978046417,5310320311,324771902,3.88000011,4.3,0.889,22.13,15.65,21.7814,16.2743,419436,15286,91297
"YRI","Yamana Gold Inc.",5.46,0.05,0.924214,5.41,5.52,5.26,5.43,5.46,5.39402792,2444785,2.442,1.583603024482727,5264864246,964260851,0.27000001,19.8,0.932,9.29,3.11,9.1283,3.8935,61842781,538634,4084671
"AP.UN","Allied Properties Real Estate Investment Trust",40.37,-0.2,-0.492975,40.61,40.95,40.19,40.35,40.51,40.4627361,378500,4.212,0.8136680126190186,5137454631,127259218,4.0300002,10,0.832,58.25,31.49,57.893,31.9679,1725425,65762,388614
"RNW","TransAlta Renewables Inc.",18.66,0.01,0.053619,18.87,18.9,18.15,18.66,18.69,18.5100136,889853,5.037,0.6778010129928589,4978488000,266863741,0.319999992,63.2,2.198,24.47,10.82,23.9084,11.5663,2656287,136821,570828
"CEF","Sprott Physical Gold and Silver Trust",22.07,-0.21,-0.942549,22.1,22.24,21.94,22.07,22.16,22.0894386,60187,,-0.11584600061178207,4889614878,221712099,5.65999984,3.9,1.143,28.61,16.21,28.4521,17.5649,333699,6351,57197
"BYD","Boyd Group Services Inc.",226.3,5.48,2.481659,221.08,226.3,219.5,223.74,226.6,222.613712,45898,0.249,1.2157219648361206,4859157502,21472194,2.48000001,91.3,5.306,245,125.02,240.4951,134.7518,525983,6925,70942
"LNR","Linamar Corporation",72.35,1.42,2.001974,71.26,72.69,69.36,72.35,72.45,71.0874624,152042,0.663,1.5315539836883545,4699770699,65450697,3.30999994,21.8,1.108,74.44,24.57,73.8425,25.9971,852941,34808,178332
"PBH","Premium Brands Holdings Corporation",106.76,0.73,0.688484,106.12,106.87,105.33,106.35,106.95,106.230887,94199,2.164,0.9110559821128845,4638577874,43594368,2,53.4,3.473,108.81,62.79,108.2631,64.4492,436337,15304,93949
"SNC","SNC-Lavalin Group Inc.",26.13,0.24,0.926999,26,26.23,25.51,26.07,26.22,25.96835,460493,0.306,1.4652090072631836,4587226020,175554252,-3.17000007,-8.3,1.35,31.79,17.5,31.0416,18.3732,3737406,174525,654893
"GRT.UN","Granite Real Estate Investment Trust",73.85,0.96,1.317053,73.59,74.1,72.83,73.72,73.97,73.4822972,290761,4.062,0.6880789995193481,4555672758,61688189,7.51999998,12.9,1.258,80.06,40.78,79.2738,42.9664,1119948,23176,207881
"FR","First Majestic Silver Corp.",20.27,-0.08,-0.39312,20.37,20.61,19.21,20.17,20.3,19.9361538,1347791,,1.2670220136642456,4513331700,222681131,0.109999999,194.5,4.188,30.75,5.31,28.5578,7.168,6385183,226102,1371393
"ACO.Y","ATCO Ltd. Class II Shares",39,-0.5,-1.265823,39,39,39,38.75,40.55,39,100,4.598,0.8417900204658508,4472092092,13196129,2.35999989,17.4,1.108,54,34.05,53.5967,34.903,6500,1,253
"SRU.UN","SmartCentres Real Estate Investment Trust",25.95,-0.06,-0.230681,26.03,26.24,25.6,25.93,26.07,25.9556903,911286,7.129,1.2155050039291382,4414611846,144618657,0.439999997,58.6,1.022,30.32,14.58,30.0449,16.0294,5833066,144485,685154
"CRON","Cronos Group Inc.",12.09,-0.12,-0.982801,12.25,12.34,11,12,12.1,11.6997754,1868722,,1.9220110177993774,4355527441,360258680,-0.25999999,-51.9,2.005,20.08,5.83,18.9939,6.5016,12263352,204365,1050348
"ACO.X","ATCO Ltd. Class I Non-voting Shares",37.59,0.22,0.588708,37.31,37.73,36.93,37.47,37.66,37.302898,315979,4.77,0.8026260137557983,4310408763,101347899,4.26999998,16.2,1.068,54.21,27.72,53.6545,30.1763,4645000,78882,296852
"CHP.UN","Choice Properties Real Estate Investment Trust",13.04,-0.04,-0.30581,12.96,13.15,12.95,13,13.07,13.0318739,680174,5.675,0.5026220083236694,4263319286,326941663,1.41999995,9.2,1.213,14.44,10.58,14.2565,10.9571,3272414,173612,592947
"PHYS.U","Sprott Physical Gold Trust transferable redeemable units",13.52,0.02,0.148148,13.45,13.52,13.4,13.5,13.52,13.4873493,8365,,-0.09565600007772446,4201025782,324771902,4.21000003,4.5,0.893,16.52,11.46,16.385,11.616,557605,30,8498
"TOY","Spin Master Corp. Subordinate Voting Shares",40.6,2.47,6.477839,38.32,41,37.45,40,40.7,39.1235284,165063,,2.236052989959717,4141200000,31386048,0.319999992,112.1,4.02,41,9.73,39.1236,10.3483,2613734,28929,175299
"SSRM","SSR Mining Inc.",18.71,0.57,3.142227,18.18,18.74,18.02,18.7,18.72,18.4339973,601553,1.359,1.150333046913147,4113030451,219676079,1.11000001,16.8,0.947,33.69,12.12,32.8519,15.8854,12473951,100330,671061
"HR.UN","H&R Real Estate Investment Trust",14.27,0.01,0.070126,14.27,14.42,14.1,14.2,14.31,14.2518401,1050111,4.835,1.9061510562896729,4093536194,286863083,-2.18000006,-6.5,0.674,20.53,7.39,20.318,8.0206,13284506,173140,1474468
"BLX","Boralex Inc. Class A Shares",39.8,-0.66,-1.631241,40.54,40.69,37.63,39.7,39.87,39.1244994,791165,1.658,0.6127240061759949,4084156600,102618702,0.550000011,78.8,4.129,56.71,17.91,55.8552,20.0448,3186530,49115,436131
"WCP","Whitecap Resources Inc.",6.76,0.4,6.289308,6.5,6.78,6.48,6.73,6.76,6.65452916,4772215,2.53,3.583177089691162,4037977840,597279169,-4.51999998,-1.3,4.048,6.79,0.74,6.6546,0.809,12642946,832784,3953866
"MX","Methanex Corporation",52.79,3.91,7.999182,49.95,53,49.83,52.7,52.94,52.0696495,563283,0.364,2.3517940044403076,4022702524,76209280,-2.75999999,-17.9,2.757,62.5,13.24,60.8819,13.8123,4564900,63853,448435
"BBU.UN","Brookfield Business Partners L.P.",50.89,0.04,0.078663,50.45,51.45,50.4,50.75,51.24,50.805,84957,0.649,1.5546660423278809,4021937666,78768185,-1.62,-33.3,1.643,55.46,27,54.677,28.1863,445362,3967,88124
"BIPC","Brookfield Infrastructure Corporation Class A Exchangeable Subordinate Voting Shares",88.56,2.28,2.642559,86.4,88.56,85.44,88.01,88.88,87.0513302,80419,2.945,1.223013997077942,3985200000,44954612,-15.6300001,-5.5,-1.823,94.17,48.35,92.96,49.1834,1593960,24165,111503
"CEF.U","Sprott Physical Gold and Silver Trust",17.42,-0.15,-0.853728,17.52,17.52,17.4,17.32,17.52,17.456607,5600,,0.13148799538612366,3859406034,221712099,5.98999977,4.3,0.915,21.24,12.14,21.09,12.5002,26000,4,2605
"AGI","Alamos Gold Inc.",9.74,0.17,1.776385,9.5,9.74,9.42,9.7,9.78,9.5970992,1108912,1.293,1.1779580116271973,3825646246,392727670,0.469999998,20.3,1.056,15.53,4.43,15.3146,5.9421,5810875,230636,1224821
"INE","Innergex Renewable Energy Inc.",21.78,0.08,0.368664,21.84,21.965,21.17,21.72,21.95,21.6163067,1181528,3.306,0.3046239912509918,3802408723,174683291,-0.25,-95.6,3.768,32.48,13.98,32.1088,15.2515,1567517,69524,507483
"MIC","Genworth MI Canada Inc.",43.28,-0.01,-0.0231,43.3,43.37,43.27,43.27,43.36,43.2927805,282235,4.991,1.1929420232772827,3737573331,86357979,5.11000013,8.5,0.965,50.25,24.03,49.5225,25.2809,3354787,45214,239770
"CG","Centerra Gold Inc.",12.45,0.07,0.565428,12.38,12.5,12.31,12.4,12.5,12.4385258,1092470,1.606,0.8885980248451233,3683413998,295856163,1.75999999,7,1.177,19.6,5.52,18.8359,7.1,3371676,129857,985025
"CRT.UN","CT Real Estate Investment Trust",15.78,0.12,0.766284,15.72,15.82,15.54,15.7,15.78,15.6954448,193806,5.09,0.9788450002670288,3644700193,105201459,0.800000011,19.6,2.458,16.6,9.15,16.4359,9.4446,2395066,59184,233426
"TRQ","Turquoise Hill Resources Ltd.",18.06,0.1,0.556793,17.92,18.21,16.67,17.95,18.09,17.6248737,614542,,2.016603946685791,3634239626,201231430,2.6400001,7.5,0.304,21.1,4.31,20.7338,4.7692,1018552,13794,167032
"CPX","Capital Power Corporation",33.74,-0.01,-0.02963,33.83,33.86,33.31,33.7,33.89,33.5929255,549093,6.076,0.6947360038757324,3609194556,107040025,0.790000021,43.9,1.245,38.35,20.23,38.0749,21.6095,1515214,129226,414822
"FCR.UN","First Capital Real Estate Investment Trust",16.45,0.07,0.42735,16.37,16.59,16.3,16.35,16.48,16.4693724,1152463,2.626,1.3145140409469604,3607731750,219322865,0.009999999,1459.9,0.854,21.97,11.1,21.7762,11.4256,11254971,125731,942749
"KXS","Kinaxis Inc.",132.88,-2.61,-1.926341,138.23,138.93,124.05,132.03,133.05,130.540772,371350,,0.7676420211791992,3581759538,27085922,1.16999995,144,10.237,224.98,86.53,220.0112,93.3885,1483357,27182,121967
"CIX","CI Financial Corp.",16.96,-0.06,-0.352526,17.08,17.11,16.74,16.96,17.01,16.9335267,1803277,4.245,1.3038820028305054,3548032000,209311546,2.23000001,7.9,2.243,22.62,10.53,22.3079,11.0944,18143459,157679,929070
"NG","NovaGold Resources Inc.",10.42,0.01,0.096061,10.43,10.5,10.18,10.42,10.54,10.3673846,435073,,0.40305501222610474,3452360860,331320620,-0.129999995,-82.9,24.81,18,6.41,17.323,8.5254,2908589,52218,556661
"ATZ","Aritzia Inc. Subordinate Voting Shares",30.58,-0.33,-1.067616,31,31.01,28.9,30.42,30.65,30.0579373,356202,,1.7040749788284302,3350946523,85051792,0.230000004,133.7,9.833,32.05,9.2,31.54,9.8,1476185,46554,324062
"MAXR","Maxar Technologies Inc.",54.48,-0.46,-0.837277,55.79,55.79,47.7,54.36,54.65,52.1976136,396013,0.093,1.27715003490448,3341038846,61293021,4.57000017,9.9,2.814,74.45,10.4,70.7687,11.419,1352696,26387,296348
"CFP","Canfor Corporation",26.35,0.76,2.96991,25.9,26.36,24.88,26.34,26.49,25.6360468,410778,,2.1019411087036133,3299531190,125219400,4.34000015,5.7,1.495,29,6.12,27.9453,6.3533,936443,59179,351757
"GEI","Gibson Energy Inc.",22.5,0.34,1.534296,22.47,22.7,22.16,22.46,22.56,22.4463077,564627,6.222,1.4436689615249634,3275357738,145668621,0.829999983,26,4.818,25.57,10.96,25.2682,13.2259,2499640,120193,642718
"SJ","Stella-Jones Inc.",48.16,0.39,0.816412,47.93,48.58,47.44,47.91,48.31,48.1092589,144023,1.246,0.6921330094337463,3235191922,65807101,3.00999999,15.5,2.252,49.19,23.35,48.39,24.1739,1671998,32038,189381
"MFI","Maple Leaf Foods Inc.",25.87,0.62,2.455446,25.28,25.94,24.91,25.87,25.95,25.6816926,868863,2.474,0.3592129945755005,3186666600,123936226,0.920000016,28,1.649,30.78,17.05,30.3903,19.8899,1374645,55742,319042
"ENGH","Enghouse Systems Limited",56.3,0.9,1.624549,55.59,56.49,54.7,55.8,56.5,55.8290217,215836,0.959,0.8119270205497742,3116144421,55352924,1.77999997,32.1,6.276,80.92,35.87,79.7657,37.0627,825211,33921,156379
"ELF","E-L Financial Corporation Limited",838.99,24.98,3.068758,819,838.99,819,825,837.99,825.57,1097,0.596,0.9345840215682983,3111458178,3708576,75.6600036,10.7,0.511,838.99,485,825.57,492.0317,10401,5,1070
"PRMW","Primo Water Corporation",19.29,0.38,2.009519,19,19.33,18.71,19.15,19.35,19.1411463,260483,1.567,1.348397970199585,3094240691,160455898,-1.10000002,-16.8,1.81,22.75,9.23,22.3473,10.1489,891134,12427,168953
"PXT","Parex Resources Inc.",23.75,0.85,3.71179,23.39,24.01,23.19,23.64,23.8,23.617902,956550,,2.2574779987335205,3082381519,129784485,0.920000016,25.9,1.814,24.02,9.23,23.6138,10.0161,2673273,142663,676492
"PSK","PrairieSky Royalty Ltd.",13.66,0.18,1.335312,13.79,13.92,13.49,13.64,13.7,13.6478282,549155,1.757,2.1453139781951904,3050278000,223300000,0.14,92.9,1.302,13.92,6.24,13.6479,6.7654,17523164,84253,848321
"CWB","Canadian Western Bank",34.21,0.21,0.617647,34.29,34.45,34.03,34.15,34.26,34.2318266,381517,3.391,1.9069410562515259,2979712723,87099831,2.94000005,11.4,1.061,34.53,15.7,34.2319,16.4688,1310678,69810,365178
"CPG","Crescent Point Energy Corp.",5.5,0.42,8.267716,5.25,5.5,5.215,5.48,5.5,5.36504403,8800245,0.182,3.4606521129608154,2915197571,530364516,-4.76000022,-1.2,1.032,5.5,0.75,5.3651,0.8564,21473629,1156752,4827378
"FN","First National Financial Corporation",48.5,0.46,0.957535,48.18,48.75,47.89,48.16,48.7,48.3815975,49328,4.33,1.3385080099105835,2908420307,59967429,3.13000011,15.5,6.147,48.85,18.75,48.4599,19.9265,1178685,7213,63725
"VII","Seven Generations Energy Ltd. class A",8.69,0.44,5.333333,8.5,8.71,8.24,8.63,8.69,8.51159144,3937331,,3.118299961090088,2897246000,333389638,-6.46000003,-1.3,0.95,9.15,1.15,8.9526,1.3248,9029485,198303,1622415
"CJT","Cargojet Inc. Common and Variable Voting Shares",166.82,-4.68,-2.728863,173.12,173.12,164.12,166.75,166.82,166.905293,193253,0.623,0.6910020112991333,2887748954,17239068,-5.63000011,-29.6,16.484,250.01,67.88,245.1472,77.0207,346122,12886,75538
"PSLV","Sprott Physical Silver Trust",11.45,-0.05,-0.434783,11.52,11.54,11.22,11.43,11.45,11.3770678,179575,,0.3693769872188568,2835057281,257734850,1.64999997,4.5,1.068,14.11,6.27,13.8318,6.55,3048759,7950,130954
"TA","TransAlta Corporation",10.31,-0.13,-1.245211,10.47,10.61,10.1,10.25,10.37,10.2269805,1354110,1.746,1.3490049839019775,2827002000,269883087,-0.389999985,-28.8,1.642,12.35,5.33,12.23,5.7121,3433337,143520,792222
"ARX","ARC Resources Ltd.",7.89,0.32,4.227213,7.79,7.96,7.57,7.85,7.89,7.77174068,5963047,3.042,1.911694049835205,2788105080,354371416,-1.54999995,-4.9,0.999,8.37,2.43,8.1853,2.7402,9977445,409126,2124282
"CIA","Champion Iron Limited",5.5,-0.01,-0.181488,5.64,5.64,5.32,5.5,5.54,5.44278488,427407,,2.187324047088623,2691001500,489273197,,,3.73,5.89,0.96,5.6932,1.1467,2053075,41683,499605
"DND","Dye & Durham Limited",38.8,-2.18,-5.319668,41.38,41.68,37.44,38.8,38.95,38.8590052,568462,0.193,2.6534531116485596,2675256974,68013570,-0.870000004,-50.3,4.802,53.69,11.25,51.4914,12.6468,2620458,34497,165765
"UFS","Domtar Corporation",47.29,0.77,1.655202,47.18,47.44,45.97,47.03,47.5,46.8129394,88528,,1.807541012763977,2604094974,65001104,0.319999992,-15.8,0.911,49,25.3,47.7768,25.8434,252181,2064,53245
"ATA","ATS Automation Tooling Systems Inc.",28.04,0.53,1.926572,27.75,28.18,26.5,27.83,28.17,27.6483092,564390,,1.520455002784729,2580459232,92027790,0.579999983,47.9,2.855,29.89,14.28,29.5246,14.7594,1541266,50190,320605
"WPK","Winpak Ltd.",39.68,-0.7,-1.733531,40.35,40.9,39.2,39.55,39.91,39.7534207,84270,0.302,0.15264500677585602,2579200000,65000000,2.16000008,18.6,1.831,52.66,33.12,49.2056,33.9262,610129,13827,67622
"ELD","Eldorado Gold Corporation",14.37,0.22,1.55477,14.14,14.38,13.84,14.32,14.39,14.1815524,450246,,1.5511690378189087,2513763945,174931381,0.779999971,17.7,0.547,18.9,6.29,18.59,7.8566,3123288,180478,1054863
"EQX","Equinox Gold Corp.",10.26,0.13,1.283317,10.08,10.27,10.01,10.21,10.27,10.1542031,637151,,0.5749220252037048,2486556206,242600947,-0.25999999,-39.1,1.355,17.99,6.6,17.6706,7.7797,19678831,236929,1175752
"LIF","Labrador Iron Ore Royalty Corporation",38.19,1.38,3.748981,37.7,38.355,36.92,38,38.24,37.8113108,354263,18.853,1.4655259847640991,2444160000,64000000,3.13000011,12.2,4.315,39.41,13.25,38.8601,13.8492,1450223,35400,232362
"NWH.UN","NorthWest Healthcare Properties Real Estate Investment Trust",12.53,0,0,12.59,12.62,12.32,12.53,12.57,12.4749434,637606,6.385,0.7884659767150879,2416421589,193155264,0.879999995,14.4,1.619,13.36,6.27,13.301,6.8496,2844003,95066,501040
"PVG","Pretium Resources Inc.",12.84,0.19,1.501976,12.67,12.84,12.35,12.7,12.9,12.6653412,251548,,0.9518439769744873,2406634224,187732914,-0.25,-53.1,2.041,19.13,6.25,18.8806,7.6419,5119721,84876,675761
"CSH.UN","Chartwell Retirement Residences",11.24,0.17,1.535682,10.99,11.25,10.95,11.21,11.25,11.1447686,513783,5.445,1.1917380094528198,2406244824,215812923,-0.039999999,-271.5,3.277,14.27,6.25,14.0663,6.6735,3480315,153635,586376
"AIF","Altus Group Limited",59.39,0.36,0.609859,59.2,59.6,58.69,59.28,59.5,59.1044706,124095,1.01,0.7844089865684509,2401085259,40919510,0.50999999,116.5,6.265,61.12,33.41,59.1045,34.1244,1375469,19027,123183
"ACB","Aurora Cannabis Inc.",12.15,-0.28,-2.252615,12.43,12.45,10.98,12.15,12.17,11.7585033,5313302,,3.1083130836486816,2398298451,197444621,-22.6399993,-0.6,0.346,26.8,4.93,23.0718,5.1346,48392722,217108,3860163
"SPB","Superior Plus Corp.",13.6,0.05,0.369004,13.67,13.67,13.29,13.58,13.62,13.4762559,684658,5.294,1.1555390357971191,2393600000,176041687,0.439999997,30.9,2.523,14,5.97,13.7356,6.309,2210380,136251,642169
"HBM","Hudbay Minerals Inc.",9.09,0.93,11.397058,8.47,9.1,8.39,9.08,9.09,8.7375945,2714520,0.22,2.1615231037139893,2374963853,261272151,-0.730000019,-12.4,1.103,10.58,1.66,10.3174,1.9597,4787791,263101,1322874
"CRR.UN","Crombie Real Estate Investment Trust",15,-0.05,-0.332226,15.07,15.23,14.88,14.92,15.06,14.9796078,282230,5.934,0.7361279726028442,2373872415,93549612,-0.449999988,-33,1.606,15.65,9.27,15.4564,9.5246,2805394,62237,248233
"GC","Great Canadian Gaming Corporation",42.95,-0.12,-0.278616,43.18,43.25,42.75,42.84,43.02,42.92207,469495,,2.083009958267212,2363753250,57604178,0.310000002,137.4,4.931,43.84,18.05,43.6379,19.2298,5555077,41095,290590
"LUG","Lundin Gold Inc.",10.25,0.1,0.985222,10.09,10.26,10.03,10.12,10.27,10.1602365,503465,,1.0749670267105103,2363691892,230604087,-0.289999991,-34.4,3.173,13.23,5.83,12.9318,6.9517,10521381,46820,461786
"TCN","Tricon Residential Inc.",12.24,-0.03,-0.244499,12.53,12.53,11.79,12.23,12.27,12.1039027,907217,2.288,1.2720650434494019,2359472082,193712422,0.529999971,23.6,1.121,13.12,5.45,12.9057,5.7895,2002378,75413,443101
"MEG","MEG Energy Corp.",7.79,0.32,4.283802,7.85,8.1,7.61,7.79,7.81,7.81531419,3479551,,3.6428959369659424,2357884990,302681283,-1.17999994,-6.6,0.673,8.11,1.13,7.8154,1.2435,19850909,606124,3940208
"SMU.UN","Summit Industrial Income REIT",13.89,0.1,0.725163,13.81,13.92,13.6,13.77,13.91,13.7425287,453211,3.888,0.8418689966201782,2328727950,167765181,1.41999995,9.7,1.226,14.52,6.6,14.3315,6.929,2734278,76089,500210
"STLC","Stelco Holdings Inc.",26.2,0.75,2.946955,25.99,26.26,24.88,26.07,26.26,25.7340419,644153,1.527,2.3397700786590576,2324280600,88713289,-1.52999997,-17.1,7.062,28.46,3.24,27.7017,3.6384,1406047,23319,175648
"EQB","Equitable Group Inc.",135.9,1.88,1.402776,135.29,136.38,132.78,135.02,136.18,135.005416,43646,1.089,1.656559944152832,2293186657,16903254,13.0399999,10.8,1.456,146.26,44.57,139.7173,47.0082,520390,5751,57350
"MSI","Morneau Shepell Inc.",33.2,0.43,1.312176,32.94,33.56,32.9,33.12,33.34,33.2302299,223915,2.349,0.7937970161437988,2274679541,68784513,0.689999997,48.1,3.395,34.53,24.42,34.1796,25.0066,524367,19479,124564
